item_x,item_y,item_z,dist_x_y,dist_x_z,dist_y_z,format_str
airbag,gauge,papaya,2.4895384866188732,3.6488202446775015,3.4831802350391183,"Which is more similar to airbag, gauge or papaya?"
canvas,washcloth,okra,2.2149489154346784,3.519500660757653,3.076115902357921,"Which is more similar to canvas, washcloth or okra?"
chinchilla,meerkat,rocking chair,0.5848306090606447,3.5230359543653975,3.8478402360068196,"Which is more similar to chinchilla, meerkat or rocking chair?"
tarp,pole,poodle,2.4262366977633487,3.587382787330999,3.3481430135127472,"Which is more similar to tarp, pole or poodle?"
spaghetti,pita,pony,1.4129711188305851,3.5722718974825693,3.4386083665639835,"Which is more similar to spaghetti, pita or pony?"
duckling,alpaca,rocket,0.858670356773795,3.557116840617742,3.484935121414665,"Which is more similar to duckling, alpaca or rocket?"
cuckoo clock,spur,rattlesnake,2.278743988300924,3.5009995504197278,3.036436359759953,"Which is more similar to cuckoo clock, spur or rattlesnake?"
sushi,hamburger,blouse,1.2629036212034341,3.6596369538089073,3.497482883230282,"Which is more similar to sushi, hamburger or blouse?"
flagpole,swing set,zucchini,2.3158649173594936,3.670022093778663,3.2540332520725275,"Which is more similar to flagpole, swing set or zucchini?"
pen,mop,badger,2.4519521483716975,3.7970898706011256,3.4115348364062,"Which is more similar to pen, mop or badger?"
kebab,pet food,airplane,1.6728830114929532,3.552858597473871,3.4285475740052753,"Which is more similar to kebab, pet food or airplane?"
stamp,backdrop,grate,2.0759039298777435,3.5825255832442493,3.046554522063592,"Which is more similar to stamp, backdrop or grate?"
fire,flamethrower,foam,1.9176678710003707,3.518079983256347,3.6072069071986803,"Which is more similar to fire, flamethrower or foam?"
scrambled egg,stew,toe,0.5605175565410699,3.536017666935397,3.566237855348479,"Which is more similar to scrambled egg, stew or toe?"
egg,casserole,bathtub,1.4901884932118574,3.5272750734307587,3.547341117595991,"Which is more similar to egg, casserole or bathtub?"
cutting board,pepperoni,pom-pom,2.370471669536886,3.531803415251414,3.2896488986540717,"Which is more similar to cutting board, pepperoni or pom-pom?"
candy bar,wafer,corsage,1.4082817290764624,3.51114849502292,3.5824890555957243,"Which is more similar to candy bar, wafer or corsage?"
ukulele,payphone,hummus,2.3867235006015943,3.5921709296754254,3.2248608906850538,"Which is more similar to ukulele, payphone or hummus?"
beaver,ostrich,horn,0.9348553058047367,3.6423246632233846,3.4877076645231795,"Which is more similar to beaver, ostrich or horn?"
cable,cassette,beetle,2.433113059342555,3.531984440049733,3.1410604839916023,"Which is more similar to cable, cassette or beetle?"
skunk,leopard,beaker,0.6990345184966906,3.731391977588632,3.8330117022079397,"Which is more similar to skunk, leopard or beaker?"
steering wheel,shopping cart,badger,2.01154562239274,3.518554258181791,3.575324872385188,"Which is more similar to steering wheel, shopping cart or badger?"
fire,ashtray,crystal ball,2.309115828157485,3.5907123732681834,2.902261815353159,"Which is more similar to fire, ashtray or crystal ball?"
breakfast,punch,boxing gloves,1.8535344970080319,3.7754057174481246,3.4616721946610207,"Which is more similar to breakfast, punch or boxing gloves?"
ping-pong table,awning,rabbit,2.248407291585608,3.519859218467905,3.464410605611545,"Which is more similar to ping-pong table, awning or rabbit?"
ballot box,copier,gopher,2.064612315856706,3.516836164639735,3.5064269241306576,"Which is more similar to ballot box, copier or gopher?"
abacus,silverware,cocoon,2.251642713298048,3.506297092661556,3.4354140775919024,"Which is more similar to abacus, silverware or cocoon?"
applesauce,shaving cream,propeller,2.4430191833501893,3.5160663423213037,3.1170344084068358,"Which is more similar to applesauce, shaving cream or propeller?"
mouse,camel,filter,0.9177107228102235,3.7539185712076772,3.573513850644862,"Which is more similar to mouse, camel or filter?"
rolling pin,cheesecake,sidecar,2.4117093426412666,3.517624818990598,3.736494363187401,"Which is more similar to rolling pin, cheesecake or sidecar?"
air mattress,stair,meerkat,1.8512208806978532,3.5115402964063884,3.7051028211182064,"Which is more similar to air mattress, stair or meerkat?"
dumbbell,bracket,hawk,2.1747196982798767,3.6945518805936794,3.653969028619284,"Which is more similar to dumbbell, bracket or hawk?"
card,skateboard,knee,2.3922295996888945,3.6371650313323842,3.5746722796223667,"Which is more similar to card, skateboard or knee?"
clover,orange rind,banjo,1.7254856428573562,3.5599496438575056,3.3764852532469316,"Which is more similar to clover, orange rind or banjo?"
shoehorn,gavel,meerkat,1.8962546892124608,3.5290391459212,3.619231821565866,"Which is more similar to shoehorn, gavel or meerkat?"
trigger,telegraph,poodle,1.8887334699243485,3.5171029140125594,3.5174782894462533,"Which is more similar to trigger, telegraph or poodle?"
slot,bumper,gumball,1.8859360542351435,3.6251079707708325,3.3376373619832713,"Which is more similar to slot, bumper or gumball?"
lizard,seagull,dynamite,1.7615396708628552,3.6656564756076455,3.737472159407574,"Which is more similar to lizard, seagull or dynamite?"
padlock,sewing machine,coral,2.0964906614094745,3.589360669058338,3.3613770099633187,"Which is more similar to padlock, sewing machine or coral?"
scooter,coop,corsage,2.3484609407688444,3.768237901819502,3.5018797995028708,"Which is more similar to scooter, coop or corsage?"
ice cream,ravioli,notebook,1.3262107874987181,3.523343905980861,3.684819042091608,"Which is more similar to ice cream, ravioli or notebook?"
lamb,pug,recorder,1.0442327940453777,3.671720852519971,3.5308860557078585,"Which is more similar to lamb, pug or recorder?"
zebra,hedgehog,grate,1.1333221359570655,3.9553129431376615,4.253379492708586,"Which is more similar to zebra, hedgehog or grate?"
trowel,cannon,fur coat,2.4471669458134624,3.5066052087002038,3.4052413606947116,"Which is more similar to trowel, cannon or fur coat?"
cash machine,thermostat,hummingbird,1.3559354666103838,3.5414815468354433,3.4009630006457767,"Which is more similar to cash machine, thermostat or hummingbird?"
remote control,sewing machine,bowling ball,1.931355649183825,3.5807939939335514,3.355382689207809,"Which is more similar to remote control, sewing machine or bowling ball?"
pinwheel,thermometer,coleslaw,2.3755516785986477,3.5844095273409438,3.250670135369586,"Which is more similar to pinwheel, thermometer or coleslaw?"
gorilla,meerkat,knitting,0.8001706905922145,3.544559083695038,3.708796766750177,"Which is more similar to gorilla, meerkat or knitting?"
laser pointer,crowbar,pony,1.9669884626107579,3.552138343726654,3.471214595463232,"Which is more similar to laser pointer, crowbar or pony?"
home plate,sandcastle,gumball,2.3987170701622875,3.5458374646660893,3.300580892625205,"Which is more similar to home plate, sandcastle or gumball?"
rope,doorstop,chick,2.3957909405576494,3.6230823709144917,3.4518148068379735,"Which is more similar to rope, doorstop or chick?"
sunglasses,face mask,shell,2.1276095172619094,3.5009133308744897,3.175352296021686,"Which is more similar to sunglasses, face mask or shell?"
cup,string cheese,yak,2.4621064110777384,3.551388901380993,3.0638134364124543,"Which is more similar to cup, string cheese or yak?"
granola,prune,tapestry,1.1432422327681981,3.5067384565398174,3.4005419606932508,"Which is more similar to granola, prune or tapestry?"
wax paper,doormat,wing,2.4183637565569582,3.514320972311944,2.842344683670562,"Which is more similar to wax paper, doormat or wing?"
handcuff,periscope,bird,2.2699949889885414,3.6705015652238875,3.0123865560287166,"Which is more similar to handcuff, periscope or bird?"
cow,hummingbird,knee,1.7929103718437922,3.6102362457740536,3.7526129156222776,"Which is more similar to cow, hummingbird or knee?"
blazer,man,jet,2.402718123188298,3.81499885474856,3.403363668815958,"Which is more similar to blazer, man or jet?"
cage,chain,fire,2.358504283421963,3.6228885919609857,3.748947068910098,"Which is more similar to cage, chain or fire?"
barrel,anvil,duckling,2.4354745976650394,3.7717076960449636,3.3212953522704516,"Which is more similar to barrel, anvil or duckling?"
viewfinder,clock,knee,1.3334889736047633,3.7287985391171383,3.8310825384330798,"Which is more similar to viewfinder, clock or knee?"
fishbowl,cardinal,revolver,2.457164333374711,3.694526525453581,3.992525805445974,"Which is more similar to fishbowl, cardinal or revolver?"
book,playing card,beaver,2.0866536307335606,3.6199460220844983,3.464858428044885,"Which is more similar to book, playing card or beaver?"
scarecrow,shovel,grate,2.2306937811432648,3.5852448027703963,3.2219350440242667,"Which is more similar to scarecrow, shovel or grate?"
lip gloss,cigarette holder,okra,2.479950524219512,3.6395805916719053,3.7157545614709826,"Which is more similar to lip gloss, cigarette holder or okra?"
beaver,eel,crayon,2.313720002048806,3.8560834391565164,3.49373589307049,"Which is more similar to beaver, eel or crayon?"
acorn,breadstick,grate,2.3465755261811054,3.8941417037557966,4.031659325174558,"Which is more similar to acorn, breadstick or grate?"
jar,kettle,goose,1.703709465128468,3.5951082793103795,3.553132245707114,"Which is more similar to jar, kettle or goose?"
underwear,plaster cast,weasel,2.4463099665911505,3.5421909790416892,3.296648712896596,"Which is more similar to underwear, plaster cast or weasel?"
rifle,grinder,flan,2.4192144138156406,3.5048724769470434,2.7813004726985775,"Which is more similar to rifle, grinder or flan?"
backpack,boot,gumball,1.6314764757829427,3.5645642373375366,3.6162835092473875,"Which is more similar to backpack, boot or gumball?"
cooker,sushi,cardinal,2.4497985873803265,3.66784301288355,3.4416661100433545,"Which is more similar to cooker, sushi or cardinal?"
pot,duct,headband,2.1267185917864575,3.520851238953393,3.1401505439453534,"Which is more similar to pot, duct or headband?"
loom,mousetrap,piglet,2.357249804885422,3.5350611898238684,2.9345433235025404,"Which is more similar to loom, mousetrap or piglet?"
shark,moose,suitcase,2.039754598878431,3.566228383186285,3.3401570278067765,"Which is more similar to shark, moose or suitcase?"
stereo,tambourine,aloe,2.449975431472682,3.5056502831165304,3.4835932128078047,"Which is more similar to stereo, tambourine or aloe?"
ravioli,marshmallow,corsage,2.3556686791762482,3.724806463164087,3.318932498155565,"Which is more similar to ravioli, marshmallow or corsage?"
locket,sandcastle,moth,2.4888069079318105,3.6245961711939914,3.1107863724338065,"Which is more similar to locket, sandcastle or moth?"
jalapeno,dumpling,filter,2.016022150174541,3.7727346907912453,3.684426848945053,"Which is more similar to jalapeno, dumpling or filter?"
grill,nutcracker,moth,2.173740041811278,3.5458885172157633,3.570322732867329,"Which is more similar to grill, nutcracker or moth?"
television,spark plug,turkey,2.4462930217932835,3.538863876439291,3.3478133583550505,"Which is more similar to television, spark plug or turkey?"
wedge,dart,raccoon,2.3472673954257215,3.5577762918440423,3.3977077646884117,"Which is more similar to wedge, dart or raccoon?"
tugboat,truck,fly,2.2835639445733853,3.611452391199407,3.5864757164757664,"Which is more similar to tugboat, truck or fly?"
knot,floss,lamb chop,2.427168924640918,3.524639342106389,3.0632235160973833,"Which is more similar to knot, floss or lamb chop?"
scale,keyboard,meerkat,2.319825390197568,3.567089766086087,3.7312804290971253,"Which is more similar to scale, keyboard or meerkat?"
chinchilla,bat,tennis ball,0.5896913932563053,3.591871348544392,3.5897708821337058,"Which is more similar to chinchilla, bat or tennis ball?"
jalapeno,ice cream,blowtorch,2.307666678503605,3.6016836615682397,3.5307744714421556,"Which is more similar to jalapeno, ice cream or blowtorch?"
bear,llama,refrigerator,0.557766932161271,3.5581241680727866,3.416481170993412,"Which is more similar to bear, llama or refrigerator?"
quill,ticktacktoe,jeep,2.384219860683762,3.5414302576683325,3.3125760978563656,"Which is more similar to quill, ticktacktoe or jeep?"
plug,gasket,flamethrower,2.436622716147724,3.5451974695783157,3.3966377469784637,"Which is more similar to plug, gasket or flamethrower?"
gravy,stuffing,skull,1.511009098673818,3.581295857316692,3.61416838246908,"Which is more similar to gravy, stuffing or skull?"
fig,salami,screwdriver,1.7472090117263794,3.5612878562507615,3.2717234869300587,"Which is more similar to fig, salami or screwdriver?"
snack,taco,hose,0.9951433680555679,3.5297341148004184,3.5464286812605064,"Which is more similar to snack, taco or hose?"
basketball,pincushion,praying mantis,2.348963419490929,3.502365322088685,3.3144024124113107,"Which is more similar to basketball, pincushion or praying mantis?"
fork,scale,meerkat,1.8284473379109683,3.5555909333722564,3.567089766086087,"Which is more similar to fork, scale or meerkat?"
feather,hummingbird,knee,2.0968391652915686,3.633155452754104,3.7526129156222776,"Which is more similar to feather, hummingbird or knee?"
oar,baton,bow,2.4755202521500888,3.6086568812922706,3.283896668166997,"Which is more similar to oar, baton or bow?"
sticker,costume,moth,2.270764497796816,3.54542837211924,3.478461479139323,"Which is more similar to sticker, costume or moth?"
shoehorn,windshield,meerkat,2.4623114913080135,3.5290391459212,3.5002560074316937,"Which is more similar to shoehorn, windshield or meerkat?"
torch,chimney,brussels sprouts,2.2996933761847194,3.5103340890345462,3.392032250901702,"Which is more similar to torch, chimney or brussels sprouts?"
grenade,trunk,soap,2.48024957552414,3.5247459455637498,3.3407225635897455,"Which is more similar to grenade, trunk or soap?"
gem,zipper,vulture,2.334588601725325,3.6023297295745174,3.6787388900454547,"Which is more similar to gem, zipper or vulture?"
root,curb,bowling ball,2.3448886106761946,3.7751495093406104,3.697187399066226,"Which is more similar to root, curb or bowling ball?"
pliers,spur,badger,2.35141239704661,3.720301665611351,3.27369017820202,"Which is more similar to pliers, spur or badger?"
sombrero,pocket,dolphin,2.302997540066009,3.5595041446086935,3.664209034503136,"Which is more similar to sombrero, pocket or dolphin?"
muffin,nacho,jeep,0.9423404458490798,3.602678714657061,3.707141919332314,"Which is more similar to muffin, nacho or jeep?"
tortellini,pet food,bus,1.3341323912938392,3.6652902046400273,3.415222613501166,"Which is more similar to tortellini, pet food or bus?"
pretzel,okra,knee,2.311891987276668,3.5565249775262178,4.055412904363957,"Which is more similar to pretzel, okra or knee?"
wetsuit,jersey,stuffing,1.5212625740502161,3.5180583706508766,3.346042785906981,"Which is more similar to wetsuit, jersey or stuffing?"
girl,kimono,melon,2.4374382693700585,3.521625360279676,3.59073337088402,"Which is more similar to girl, kimono or melon?"
macadamia,pastry,shower,1.3768910156739511,3.504534161103191,3.624261591503259,"Which is more similar to macadamia, pastry or shower?"
cape,boxer shorts,patty,2.362522256324747,3.7719886837608003,3.4945367967202845,"Which is more similar to cape, boxer shorts or patty?"
kaleidoscope,viewfinder,beaver,2.179420413158792,3.7583423597875467,3.267192435449661,"Which is more similar to kaleidoscope, viewfinder or beaver?"
rollerskate,tricycle,whale,1.7154917857021756,3.6319672763556854,3.882049342477387,"Which is more similar to rollerskate, tricycle or whale?"
juice,banana,donkey,2.1226053939859955,3.5312809415342175,2.7251769920149616,"Which is more similar to juice, banana or donkey?"
pole,guillotine,cream,2.2412918688494883,3.5155526152992187,3.340484557673327,"Which is more similar to pole, guillotine or cream?"
kangaroo,swan,marble,2.037666889217501,3.8103800608033205,3.9120245432163747,"Which is more similar to kangaroo, swan or marble?"
baton,flagpole,otter,2.3565687460621554,3.5848873363066733,3.685323380287415,"Which is more similar to baton, flagpole or otter?"
net,paper bag,pillbox,2.4712623713560444,3.572716389802049,3.151265452004999,"Which is more similar to net, paper bag or pillbox?"
bun,espresso,sword,1.62506724497677,3.791147988737987,3.7514976870018684,"Which is more similar to bun, espresso or sword?"
roller coaster,trampoline,boar,2.3685591463748445,3.6959583669035805,3.7019832798735424,"Which is more similar to roller coaster, trampoline or boar?"
shower curtain,clothes,jalapeno,2.1177543731419024,3.6180828396264766,3.2939307416851067,"Which is more similar to shower curtain, clothes or jalapeno?"
hubcap,roulette wheel,blanket,2.0979939405636587,3.6508654470339157,3.06719496230898,"Which is more similar to hubcap, roulette wheel or blanket?"
dandelion,hail,fire,1.9588608126330103,3.5073039223847187,3.3535533792707897,"Which is more similar to dandelion, hail or fire?"
pinball,snowboard,corsage,2.360319859787986,3.589111377539144,3.4800850244100623,"Which is more similar to pinball, snowboard or corsage?"
pudding,birthday cake,kayak,1.994405126857973,3.545861082751921,3.801122382593529,"Which is more similar to pudding, birthday cake or kayak?"
xylophone,joystick,sheep,2.4770454039261343,3.838544343273731,3.379674345868072,"Which is more similar to xylophone, joystick or sheep?"
diaper,paper towel,crab,2.2382129962604234,3.8140040309473626,3.4160559131959025,"Which is more similar to diaper, paper towel or crab?"
bowler hat,knitting,pancake,2.495737668042042,3.5269529341328205,3.64645801128796,"Which is more similar to bowler hat, knitting or pancake?"
fencepost,seesaw,toe,2.012177341227512,3.5269301626972855,3.420664163008265,"Which is more similar to fencepost, seesaw or toe?"
viewfinder,anchor,knee,1.9404216300960377,3.7287985391171383,4.174794763321188,"Which is more similar to viewfinder, anchor or knee?"
face,vest,hockey stick,2.382206710025096,3.5759729351532927,3.4447213004158184,"Which is more similar to face, vest or hockey stick?"
limousine,trailer,boar,1.7820559402980443,3.746031238962838,3.49971907277411,"Which is more similar to limousine, trailer or boar?"
lumber,knitting needle,underwear,2.2905258262770047,3.5352427704801306,2.9054834334144926,"Which is more similar to lumber, knitting needle or underwear?"
breathalyzer,vending machine,hawk,2.440993279025047,3.577532830929668,3.645939082587725,"Which is more similar to breathalyzer, vending machine or hawk?"
firewood,trapdoor,corsage,2.426802063079199,3.9624093874394095,3.7175935338541524,"Which is more similar to firewood, trapdoor or corsage?"
bolt,honeypot,dolphin,2.3981188180296606,3.6047129809480793,3.397445901621383,"Which is more similar to bolt, honeypot or dolphin?"
noose,jump rope,duck,2.154473215119903,3.6226498413632977,3.3160055101711423,"Which is more similar to noose, jump rope or duck?"
xylophone,crayon,snail,1.7083470071865303,3.628805669839741,3.677771198683785,"Which is more similar to xylophone, crayon or snail?"
mug,mantle,dolphin,2.297694155128095,3.504478712356301,3.608744096397514,"Which is more similar to mug, mantle or dolphin?"
uniform,bolo tie,licorice,1.7955342139811188,3.7524405540110637,3.492837888802666,"Which is more similar to uniform, bolo tie or licorice?"
swizzle stick,shovel,moth,2.3362945537095645,3.5183308091189427,3.5884844092831054,"Which is more similar to swizzle stick, shovel or moth?"
braid,tag,test tube,2.467768803916336,3.513961073775481,3.523905357683226,"Which is more similar to braid, tag or test tube?"
hail,cucumber,clarinet,2.2672938751229634,3.521525148005966,3.597507049322882,"Which is more similar to hail, cucumber or clarinet?"
brush,cutting board,cruise ship,2.4764497249483273,3.511396395785859,3.337256758588451,"Which is more similar to brush, cutting board or cruise ship?"
teabag,bean,knee,1.8361908181155289,3.6223887212497297,3.7778157731043405,"Which is more similar to teabag, bean or knee?"
panther,rocking horse,extinguisher,2.2467648342100808,3.5708922593642107,3.0602825238915607,"Which is more similar to panther, rocking horse or extinguisher?"
parachute,kite,organ,1.4690485731781928,3.6342588823510855,3.704801952208449,"Which is more similar to parachute, kite or organ?"
chopsticks,slot,eagle,2.4048956054430346,3.5718878778840906,3.2754623062197656,"Which is more similar to chopsticks, slot or eagle?"
face mask,kneepad,baklava,2.2099646419069034,3.645957887320997,3.452993686010568,"Which is more similar to face mask, kneepad or baklava?"
sombrero,shirt,mosquito,2.0897533510033606,3.5552789611907123,3.1939843121993503,"Which is more similar to sombrero, shirt or mosquito?"
okra,quiche,bathmat,2.132544625831351,3.5588199279751143,3.5758823226105996,"Which is more similar to okra, quiche or bathmat?"
marmalade,blender,zebra,1.7076026599199299,3.5743600456848514,3.4632963316853207,"Which is more similar to marmalade, blender or zebra?"
ramp,wind chimes,meerkat,2.4483040801645255,3.5241416224965554,3.4065434071185665,"Which is more similar to ramp, wind chimes or meerkat?"
wreck,tugboat,quiche,1.275773079401364,3.6274260257182194,3.7091022065925636,"Which is more similar to wreck, tugboat or quiche?"
boar,mouse,truck,0.5342983287285774,3.816973557961157,3.6714097422793985,"Which is more similar to boar, mouse or truck?"
shopping cart,belt buckle,moth,2.486814298169809,3.532451258898459,3.19792744494068,"Which is more similar to shopping cart, belt buckle or moth?"
ski,shovel,corsage,2.2072704819864932,3.602228089071916,3.781904708306104,"Which is more similar to ski, shovel or corsage?"
t-shirt,leotard,chisel,2.1401773891525595,3.5635472291648465,3.7575146595820477,"Which is more similar to t-shirt, leotard or chisel?"
spider,crayfish,pinwheel,1.8647380708954988,3.581245413822586,3.485220772183406,"Which is more similar to spider, crayfish or pinwheel?"
ladle,stove,kite,1.7220117403459567,3.554509667187568,3.4792540377944077,"Which is more similar to ladle, stove or kite?"
mouthpiece,microphone,vulture,2.489022778951588,3.501396296678197,3.548768210207679,"Which is more similar to mouthpiece, microphone or vulture?"
log,windowsill,cream,2.169979480727811,3.530453125013805,3.2856650558633156,"Which is more similar to log, windowsill or cream?"
tambourine,razor blade,rabbit,2.4938194056483396,3.690399494550869,3.527450714931247,"Which is more similar to tambourine, razor blade or rabbit?"
sim card,timer,pancake,2.054193341202337,3.5113704686444445,2.7862390461617723,"Which is more similar to sim card, timer or pancake?"
buoy,fishing pole,raccoon,2.064725887307729,3.5567567324863423,3.3724894691480896,"Which is more similar to buoy, fishing pole or raccoon?"
sink,streetlight,ram,2.4528164533255845,3.5472479772588343,3.3322868577349167,"Which is more similar to sink, streetlight or ram?"
propeller,battery,veil,2.4941714120528156,3.7288174216833503,3.293867590440425,"Which is more similar to propeller, battery or veil?"
throne,carriage,bird,2.373621489083651,3.5248750447153148,3.730127225041943,"Which is more similar to throne, carriage or bird?"
keyhole,trailer,knee,2.166990054556176,3.6587288335523507,3.79749551393722,"Which is more similar to keyhole, trailer or knee?"
swimsuit,suit,firewood,2.1931765721064025,3.636392486738792,3.743749286609124,"Which is more similar to swimsuit, suit or firewood?"
baton,fountain pen,fire,1.931468335891041,3.6919065334848926,3.5674283475489,"Which is more similar to baton, fountain pen or fire?"
cot,electric chair,diamond,2.131915502386533,3.5034703780120346,3.3110402132688606,"Which is more similar to cot, electric chair or diamond?"
nail file,gear,patty,2.4118757376475712,3.522857154141623,3.2280603512230144,"Which is more similar to nail file, gear or patty?"
projector,fan,koala,1.7875306914832239,3.5044574016463974,3.4420998083214642,"Which is more similar to projector, fan or koala?"
nightstand,music box,tugboat,1.8596436062415531,3.5180564430713908,3.4133255864553496,"Which is more similar to nightstand, music box or tugboat?"
pajamas,undershirt,poppy,0.9906715127159785,3.5196261197384633,3.649333401938327,"Which is more similar to pajamas, undershirt or poppy?"
beanbag,wreath,mosquito,2.49061031082751,3.648697170441364,3.16820508358529,"Which is more similar to beanbag, wreath or mosquito?"
shorts,costume,carrot,1.8078040967525184,3.5210901019301355,3.64205801506149,"Which is more similar to shorts, costume or carrot?"
meat,rice,bathmat,1.2953126707903049,3.5119384947847947,3.4264744280503234,"Which is more similar to meat, rice or bathmat?"
tumbleweed,tree,guitar,2.146295910317595,3.5188732142322734,3.427879404393823,"Which is more similar to tumbleweed, tree or guitar?"
radar,photo booth,ankle,2.223990958815885,3.5163846146795357,2.934809858136746,"Which is more similar to radar, photo booth or ankle?"
raccoon,pony,dial,0.4844903559913958,3.7783161991915732,3.6744457854103696,"Which is more similar to raccoon, pony or dial?"
camera lens,charger,raspberry,2.1398378822058794,3.5684361454139983,3.530224467170382,"Which is more similar to camera lens, charger or raspberry?"
flute,cigarette holder,sausage,2.2202233861590193,3.544860932657041,3.28248840244306,"Which is more similar to flute, cigarette holder or sausage?"
omelet,grain,beachball,2.0612502721196866,3.5511801303754615,3.5259078306186042,"Which is more similar to omelet, grain or beachball?"
turkey,panda,gong,1.159722973616086,3.7401693336221706,3.5936914775743594,"Which is more similar to turkey, panda or gong?"
seahorse,beehive,organ,2.2001865568405377,3.607927950868125,2.8115280290188767,"Which is more similar to seahorse, beehive or organ?"
tank,sunroof,curry,2.1060300832877625,3.6024914804479553,3.3888488590483576,"Which is more similar to tank, sunroof or curry?"
stained glass,jewelry,girl,2.479110386752318,3.563112275470173,2.8966667766637553,"Which is more similar to stained glass, jewelry or girl?"
beetle,anteater,barrel,1.8028782417318976,3.53015492114321,3.638464038888285,"Which is more similar to beetle, anteater or barrel?"
compass,zipper,milk,2.419178753751845,3.6843075533902,3.549177734661456,"Which is more similar to compass, zipper or milk?"
bulletin board,scoreboard,whale,2.2496261091038234,3.5515398831911877,3.602845976822232,"Which is more similar to bulletin board, scoreboard or whale?"
pitchfork,pump,cream,1.4275267154645421,3.566846906082679,3.5052919757423813,"Which is more similar to pitchfork, pump or cream?"
chest,periscope,manhole,2.3752869817746465,3.5077578630238753,2.918868793850541,"Which is more similar to chest, periscope or manhole?"
ping-pong table,computer screen,meerkat,2.0736404601374865,3.6194495789964267,3.5997418141063187,"Which is more similar to ping-pong table, computer screen or meerkat?"
ink,microphone,kitten,2.4103521121806395,3.5291214892451355,3.3914368277039224,"Which is more similar to ink, microphone or kitten?"
swordfish,tarantula,chisel,2.184180636127369,3.5295501736568835,3.678243225511599,"Which is more similar to swordfish, tarantula or chisel?"
sheep,orangutan,crane,1.2398076978514867,3.636209444328775,3.4961627586201076,"Which is more similar to sheep, orangutan or crane?"
sticker,reel,swan,2.0590473742886495,3.544810175706421,3.6512009807193175,"Which is more similar to sticker, reel or swan?"
gravy,nacho,skull,1.5544815496646944,3.581295857316692,3.494996360139325,"Which is more similar to gravy, nacho or skull?"
bag,cardigan,hawk,1.7886705756117378,3.614362655150523,3.911623038115101,"Which is more similar to bag, cardigan or hawk?"
gumdrop,quiche,bulletproof vest,1.528971010188891,3.5088739170872105,3.5918209405321493,"Which is more similar to gumdrop, quiche or bulletproof vest?"
hot-water bottle,bracelet,raccoon,2.321202806939145,3.5375079691191873,3.4501110751240764,"Which is more similar to hot-water bottle, bracelet or raccoon?"
tiger,manatee,bucket,1.5759291463305103,3.5308671603426434,3.4283155753895294,"Which is more similar to tiger, manatee or bucket?"
ironing board,birdbath,cardinal,2.386982957618158,3.5661545027845034,3.3423930703106213,"Which is more similar to ironing board, birdbath or cardinal?"
mole,rabbit,match,0.5043250917011806,3.8451528467371108,3.9842923942134854,"Which is more similar to mole, rabbit or match?"
gurney,headrest,pug,2.2644158743921143,3.5368077067437724,3.0036065509304897,"Which is more similar to gurney, headrest or pug?"
nightstand,rudder,rose,2.0788405008539295,3.5000263161126473,3.233349708945146,"Which is more similar to nightstand, rudder or rose?"
catapult,teepee,swan,1.9249836095408321,3.707460331151878,3.0722152227022304,"Which is more similar to catapult, teepee or swan?"
pine needle,fern,paper plate,0.819573037175815,3.72385581096998,3.73934426114975,"Which is more similar to pine needle, fern or paper plate?"
poster,clothespin,knee,2.4478820292839303,3.6822595202474884,3.839969570486017,"Which is more similar to poster, clothespin or knee?"
cash register,clock,deer,2.03003999735219,3.564350524331512,3.488878488663252,"Which is more similar to cash register, clock or deer?"
wreath,orange rind,gun,2.1365372759442556,3.547810623961584,3.4236156374667353,"Which is more similar to wreath, orange rind or gun?"
toothbrush,swizzle stick,jetski,2.4235425838396214,3.569820206845255,3.4279923577601203,"Which is more similar to toothbrush, swizzle stick or jetski?"
ice pack,thermos,knee,2.123238044042614,3.53084234367503,3.7464534439126354,"Which is more similar to ice pack, thermos or knee?"
thermometer,snowboard,knee,1.9849809637257647,3.665127782811253,3.7616133708764403,"Which is more similar to thermometer, snowboard or knee?"
microphone,board game,wood,2.489723499425018,3.6057259902728225,3.483944197626708,"Which is more similar to microphone, board game or wood?"
turtleneck,clothesline,noisemaker,2.3868292415878702,3.5243360495750666,2.9340332754558887,"Which is more similar to turtleneck, clothesline or noisemaker?"
pendulum,pincushion,knee,2.4018901847343614,3.549479058731566,3.7499274781449303,"Which is more similar to pendulum, pincushion or knee?"
bologna,honey,gurney,1.7668995178834912,3.5109475304877993,3.4884774518183397,"Which is more similar to bologna, honey or gurney?"
submarine,spacesuit,artichoke,2.4495908033104676,3.610645510290838,3.766713327457436,"Which is more similar to submarine, spacesuit or artichoke?"
beanie,clothes,pallet,2.0890040965505268,3.601558928070509,2.990475119916078,"Which is more similar to beanie, clothes or pallet?"
crystal,dandelion,speedboat,2.4580301137701697,3.6260684184727094,3.4123520044805256,"Which is more similar to crystal, dandelion or speedboat?"
grits,scallop,raccoon,0.6059259012397031,3.5212784169777023,3.3875054160740605,"Which is more similar to grits, scallop or raccoon?"
poker,headlamp,brussels sprouts,2.176543243843847,3.522010093600807,3.6145675682865215,"Which is more similar to poker, headlamp or brussels sprouts?"
pony,bee,diving board,1.8751671401696486,3.5114700079799515,3.3069274988641166,"Which is more similar to pony, bee or diving board?"
raft,racehorse,chandelier,1.9098604721326897,3.6339039283512586,3.6914448960463915,"Which is more similar to raft, racehorse or chandelier?"
